Customer Name,Refractory,Lining type,campaign,Heat number (life number),Total Heat Time previous (minutes),Total Heat Time (minutes),Scrap (MT),Sponge (MT),Hot Heel (MT),Alloys (MT),Input (MT),Final C%,Tapping Temperature,Output (MT),Output + Next Hot Heel (MT),Input energy previous (KWH),Input energy (KWH),Previous Voltage,Previous Frequency,Previous Rating of the Furnace,Voltage,Frequency,Rating of the furnace (KW),Melt rate (MT/Hr),Efficiency (MT/KWH),Number of capacitors removed,Refractory lining before heating,Refractory lining after heating,Previous Input,Previous Output,Power,Power previous,Carbon addition (Kg),SiMn addition (Kg),Pig iron addition (MT) ,Scrap (KG),Output (KG),Pig iron (KG),Lumps(%),Pellets(%),Fines(%),Pellets(kg),Lumps(Kg),Fines (Kg)
Godavari,NRM,NL,19,6,185,200,2.3,16.28,,0,18.58,0.18,1665,13.4,15.6,15320,15520,3800,520,,3750,520,,4.68,0.001005155,,6.3,6.23,19.2,16.1,4656,4968.65,,,,,,,19,62,19,62,,
Godavari,NRM,NL,19,7,200,185,,18.66,2.2,0,20.86,0.24,1690,15,17.5,15520,14600,3750,520,,3800,500,,5.68,0.00119863,,6.23,6.17,18.58,13.4,4735.14,4656,,,,,,,19,62,19,62,,
Godavari,NRM,NL,19,8,185,205,,18.05,2.5,0,20.55,0.13,1690,15,17.3,14600,14120,3800,500,,3800,550,,5.06,0.001225212,,6.17,6.1,20.86,15,4132.68,4735.14,,,,,,,19,62,19,62,,
Godavari,NRM,NL,19,9,205,215,,19.27,2.3,0,21.57,0.19,1670,15.5,18.1,14120,15960,3800,550,,3700,510,,5.05,0.001134085,,6.1,6.04,20.55,15,4453.95,4132.68,,,,,,,19,62,19,62,,
Godavari,NRM,NL,19,10,215,190,,17.68,2.6,0,20.28,0.16,1660,14.5,17.1,15960,13320,3700,510,,3800,520,,5.4,0.001283784,,6.04,5.97,21.57,15.5,4206.32,4453.95,,,,,,,19,62,19,62,,
Godavari,NRM,NL,19,11,190,190,,17.44,2.6,0,20.04,0.15,1655,14.9,16.9,13320,13280,3800,520,,3900,530,,5.34,0.00127259,,5.97,5.91,20.28,14.5,4193.68,4206.32,,,,,,,19,62,19,62,,
Godavari,NRM,NL,19,12,190,300,,21.1,2,0,23.1,0.1,1662,17.3,19.3,13280,17520,3900,530,,3800,510,,3.86,0.001101598,,5.91,5.84,20.04,14.9,3504,4193.68,,,,,,,21,69,10,69,,
Godavari,NRM,NL,19,13,300,205,,17.68,2,0,19.68,0.11,1660,14,16.5,17520,15840,3800,510,,3800,510,,4.83,0.001041667,,5.84,5.78,23.1,17.3,4636.1,3504,,,,,,,21,69,10,69,,
Godavari,NRM,NL,19,14,205,195,,18.78,2.5,0,21.28,0.14,1670,15.4,17.9,15840,14880,3800,510,,3800,510,,5.51,0.001202957,,5.78,5.71,19.68,14,4578.46,4636.1,,,,,,,21,69,10,69,,
Godavari,NRM,NL,19,15,195,165,,16.22,2.5,0,18.72,0.13,1675,13.8,15.8,14880,12840,3800,510,,3800,510,,5.75,0.00123053,,5.71,5.65,21.28,15.4,4669.09,4578.46,,,,,,,21,69,10,69,,
Godavari,NRM,NL,19,16,165,175,,18.05,2,0,20.05,0.14,1665,14.8,16.8,12840,13240,3800,510,,3800,510,,5.76,0.001268882,,5.65,5.58,18.72,13.8,4539.43,4669.09,,,,,,,21,69,10,69,,
Godavari,NRM,NL,19,17,175,130,,11.22,2,0,13.22,0.15,1660,11.2,11.2,13240,9040,3800,510,,3800,510,,5.17,0.001238938,,5.58,5.52,20.05,14.8,4172.31,4539.43,,,,,,,21,69,10,69,,
Godavari,NRM,NL,19,18,130,215,2,20.29,,0,22.29,0.08,1670,16.6,18.6,9040,16640,3800,510,,3800,510,,5.19,0.001117788,,5.52,5.45,13.22,11.2,4643.72,4172.31,,,,,,,21,69,10,69,,
Godavari,NRM,NL,19,19,215,215,,17.56,2,0,19.56,0.12,1668,14.4,16.4,16640,14400,3800,510,,3700,520,,4.58,0.001138889,,5.45,5.39,22.29,16.6,4018.6,4643.72,,,,,,,22.62,66.4,11,66.4,,
Godavari,NRM,NL,19,20,215,290,,20.12,2,0,22.12,0.14,1670,16.5,18.5,14400,16800,3700,520,,3800,520,,3.83,0.00110119,,5.39,5.32,19.56,14.4,3475.86,4018.6,,,,,,,22.62,66.4,11,66.4,,
Godavari,NRM,NL,19,21,290,190,,19.88,2,0,21.88,0.1,1660,16.3,18.3,16800,15200,3800,520,,3600,500,,5.78,0.001203947,,5.32,5.26,22.12,16.5,4800,3475.86,,,,,,,22.62,66.4,11,66.4,,
Godavari,NRM,NL,19,22,190,235,,19.76,2,0,21.76,0.16,1670,16.2,18.2,15200,15800,3600,500,,3800,510,,4.65,0.001151899,,5.26,5.19,21.88,16.3,4034.04,4800,,,,,,,22.62,66.4,11,66.4,,
Godavari,NRM,NL,19,23,235,185,,16.59,2,0,18.59,0.16,1680,13.6,15.6,15800,13720,3800,510,,3700,520,,5.06,0.001137026,,5.19,5.13,21.76,16.2,4449.73,4034.04,,,,,,,22.62,66.4,11,66.4,,
Godavari,NRM,NL,19,24,185,195,,18.29,2,0,20.29,0.12,1670,15,17,13720,14720,3700,520,,3800,520,,5.23,0.001154891,,5.13,5.06,18.59,13.6,4529.23,4449.73,,,,,,,22.62,66.4,11,66.4,,
Godavari,NRM,NL,19,25,195,180,,17.44,2,0,19.44,0.12,1675,14.3,16.3,14720,13400,3800,520,,3700,520,,5.43,0.001216418,,5.06,5,20.29,15,4466.67,4529.23,,,,,,,22.62,66.4,11,66.4,,
Godavari,NRM,NL,19,26,180,200,,16.46,2,0,18.46,0.11,1670,15.5,15.5,13400,14720,3700,520,,3700,520,,4.65,0.001052989,,5,4.93,19.44,14.3,4416,4466.67,,,,,,,26,61,13,61,,
Godavari,NRM,NL,19,27,200,180,2.2,18.71,0,0,20.91,0.11,1660,15.5,17.5,14720,13960,3700,520,,3700,520,,5.83,0.001253582,,4.93,4.87,18.46,15.5,4653.33,4416,,,,,,,26,61,13,61,,
Godavari,NRM,NL,19,28,180,190,,18.29,2,0,20.29,0.09,1680,15,17,13960,14920,3700,520,,3800,510,,5.37,0.00113941,,4.87,4.8,20.91,15.5,4711.58,4653.33,,,,,,,26,61,13,61,,
Godavari,NRM,NL,19,29,190,180,,18.29,2,0,20.29,0.16,1680,15,17,14920,14800,3800,510,,3800,510,,5.67,0.001148649,,4.8,4.74,20.29,15,4933.33,4711.58,,,,,,,26,61,13,61,,
Godavari,NRM,NL,19,30,180,200,,19.76,2,0,21.76,0.13,1675,16.2,18.2,14800,14520,3800,510,,3800,510,,5.46,0.001253444,,4.74,4.67,20.29,15,4356,4933.33,,,,,,,26,61,13,61,,
Godavari,NRM,NL,19,31,200,190,,19.51,2,0,21.51,0.11,1670,16,18,14520,14760,3800,510,,3600,540,,5.68,0.001219512,,4.67,4.61,21.76,16.2,4661.05,4356,,,,,,,26,61,13,61,,
Godavari,NRM,NL,19,32,190,170,,18.78,2,0,20.78,0.13,1660,15.4,17.4,14760,13280,3600,540,,3600,540,,6.14,0.001310241,,4.61,4.54,21.51,16,4687.06,4661.05,,,,,,,26,61,13,61,,
Godavari,NRM,NL,19,33,170,200,,15.12,2,0,17.12,0.16,1670,14.4,14.4,13280,14760,3600,540,,3900,520,,4.32,0.00097561,,4.54,4.48,20.78,15.4,4428,4687.06,,,,,,,22.59,67,10.4,67,,
Godavari,NRM,NL,19,34,200,185,2.3,17.98,0,0,20.28,0.14,1675,15,17,14760,12120,3900,520,,3800,520,,5.51,0.00140264,,4.48,4.41,17.12,14.4,3930.81,4428,,,,,,,22.59,67,10.4,67,,
Godavari,NRM,NL,19,35,185,195,,18.05,2,0,20.05,0.23,1660,14.8,16.8,12120,14800,3800,520,,3600,540,,5.17,0.001135135,,4.41,4.35,20.28,15,4553.85,3930.81,,,,,,,22.59,67,10.4,67,,
Godavari,NRM,NL,19,36,195,160,,15.98,2,0,17.98,0.12,1660,13.1,15.1,14800,12280,3600,540,,3500,520,,5.66,0.001229642,,4.35,4.28,20.05,14.8,4605,4553.85,,,,,,,22.59,67,10.4,67,,
Godavari,NRM,NL,19,37,160,170,,18.9,2,0,20.9,0.12,1670,15.5,17.5,12280,12160,3500,520,,3600,540,,6.18,0.001439145,,4.28,4.21,17.98,13.1,4291.76,4605,,,,,,,22.59,67,10.4,67,,
Godavari,NRM,NL,19,38,170,175,,17.56,2,0,19.56,0.14,1680,14.4,16.4,12160,14000,3600,540,,3500,540,,5.62,0.001171429,,4.21,4.15,20.9,15.5,4800,4291.76,,,,,,,22.59,67,10.4,67,,
Godavari,NRM,NL,19,39,175,195,,19.15,2,0,21.15,0.16,1687,15.7,17.7,14000,15760,3500,540,,3600,540,,5.45,0.001123096,,4.15,4.08,19.56,14.4,4849.23,4800,,,,,,,22.59,67,10.4,67,,
Godavari,NRM,NL,19,40,195,200,,18.29,2,0,20.29,0.12,1670,15,17,15760,14250,3600,540,,3600,520,,5.1,0.001192982,,4.08,4.02,21.15,15.7,4275,4849.23,,,,,,,24,76,,76,,
Godavari,NRM,NL,19,41,200,165,,20.12,2,0,22.12,0.1,1680,16.5,18.5,14250,14670,3600,520,,3600,520,,6.73,0.001261077,,4.02,3.95,20.29,15,5334.55,4275,,,,,,,24,76,,76,,
Godavari,NRM,NL,19,42,165,165,,18.54,2,0,20.54,0.13,1665,15.2,17.2,14670,14080,3600,520,,3600,540,,6.25,0.001221591,,3.95,3.89,22.12,16.5,5120,5334.55,,,,,,,24,76,,76,,
Godavari,NRM,NL,19,43,165,170,,18.29,2,0,20.29,0.11,1695,15,17,14080,13298,3600,540,,3600,520,,6,0.001278388,,3.89,3.82,20.54,15.2,4693.41,5120,,,,,,,24,76,,76,,
Godavari,NRM,NL,19,44,170,230,,20.61,2,0,22.61,0.11,1690,16.9,18.9,13298,15886,3600,520,,3600,520,,4.93,0.001189727,,3.82,3.76,20.29,15,4144.17,4693.41,,,,,,,24,76,,76,,
Godavari,NRM,NL,19,45,230,185,,17.8,2,0,19.8,0.19,1698,14.6,16.6,15886,14016,3600,520,,3200,540,,5.38,0.001184361,,3.76,3.69,22.61,16.9,4545.73,4144.17,,,,,,,24,76,,76,,
Godavari,NRM,NL,19,46,185,210,,18.66,2,0,20.66,0.13,1692,15.3,17.3,14016,15000,3200,540,,3200,540,,4.94,0.001153333,,3.69,3.63,19.8,14.6,4285.71,4545.73,,,,,,,24,76,,76,,
Godavari,NRM,NL,19,47,210,380,,19.51,2,0,21.51,0.13,1680,18,18,15000,20160,3200,540,,3400,550,,2.84,0.000892857,,3.63,3.56,20.66,15.3,3183.16,4285.71,,,,,,,24,76,,76,,
Godavari,NRM,NL,19,48,380,205,2,18.34,,0,20.34,0.12,1680,15,17,20160,16080,3400,550,,2800,540,,4.98,0.001057214,,3.56,3.5,21.51,18,4706.34,3183.16,,,,,,,24,76,,76,,
Godavari,NRM,NL,19,49,205,180,,19.39,2,0,21.39,0.18,1661,15.9,17.9,16080,14960,2800,540,,3500,550,,5.97,0.001196524,,3.5,3.43,20.34,15,4986.67,4706.34,,,,,,,11.5,71,17.54,71,,
Godavari,NRM,NL,19,50,180,185,,18.41,2,0,20.41,0.19,1665,17.1,17.1,14960,14080,3500,550,,3500,550,,5.55,0.001214489,,3.43,3.37,21.39,15.9,4566.49,4986.67,,,,,,,11.5,71,17.54,71,,
Godavari,NRM,NL,19,51,185,205,2.5,16.77,,0,19.27,0.3,1650,14.2,16.2,14080,14720,3500,550,,3500,550,,4.74,0.001100543,,3.37,3.3,20.41,17.1,4308.29,4566.49,,,,,,,11.5,71,17.54,71,,
Godavari,NRM,NL,19,52,205,165,,17.68,2,0,19.68,0.17,1665,14.5,16.5,14720,13560,3500,550,,3500,550,,6,0.001216814,,3.3,3.24,19.27,14.2,4930.91,4308.29,,,,,,,11.5,71,17.54,71,,
Godavari,NRM,NL,19,53,165,175,,18.05,2,0,20.05,0.15,1698,16.8,16.8,13560,14720,3500,550,,3500,570,,5.76,0.001141304,,3.24,3.17,19.68,14.5,5046.86,4930.91,,,,,,,11.5,71,17.54,71,,
Godavari,NRM,NL,19,54,175,180,2.5,15.91,,0,18.41,0.1,1696,13.5,15.5,14720,15480,3500,570,,3400,580,,5.17,0.001001292,,3.17,3.11,20.05,16.8,5160,5046.86,,,,,,,11.5,71,17.54,71,,
Godavari,NRM,NL,19,55,180,170,,19.15,2,0,21.15,0.11,1690,15.7,17.7,15480,14080,3400,580,,3400,580,,6.25,0.001257102,,3.11,3.04,18.41,13.5,4969.41,5160,,,,,,,11.5,71,17.54,71,,
Godavari,NRM,NL,19,56,170,215,,19.27,2,0,21.27,0.1,1705,15.8,17.8,14080,14700,3400,580,,3200,560,,4.97,0.001210884,,3.04,2.98,21.15,15.7,4102.33,4969.41,,,,,,,26,74,,74,,
Godavari,NRM,NL,19,57,215,420,,17.2,2,0,19.2,0.1,1680,14.1,16.1,14700,13300,3200,560,,3100,560,,2.3,0.001210526,,2.98,2.91,21.27,15.8,1900,4102.33,,,,,,,26,74,,74,,
Godavari,NRM,NL,19,58,420,165,,18.54,2,0,20.54,0.1,1665,15.2,17.2,13300,14340,3100,560,,3600,560,,6.25,0.001199442,,2.91,2.85,19.2,14.1,5214.55,1900,,,,,,,26,74,,74,,
